token_order,GameId,PlayId,Team,X,Y,S,A,Dis,Orientation,Dir,NflId,DisplayName,JerseyNumber,Season,YardLine,Quarter,GameClock,PossessionTeam,Down,Distance,FieldPosition,HomeScoreBeforePlay,VisitorScoreBeforePlay,NflIdRusher,OffenseFormation,OffensePersonnel,DefendersInTheBox,DefensePersonnel,PlayDirection,TimeHandoff,TimeSnap,Yards,Position,HomeTeamAbbr,VisitorTeamAbbr,Week,IsRusher,ToLeft,TeamOnOffense,IsOnOffense,team_abbr,role,S_model,Dir_rad,X_std,Y_std,Dir_std,Sx,Sy,player_minus_rusher_x,player_minus_rusher_y,player_minus_rusher_Sx,player_minus_rusher_Sy,token_group,line_of_scrimmage_x_raw,line_of_scrimmage_x_std
11,2017100200,20171002002089,home,32.439999999999998,44.200000000000003,2.7799999999999998,1.1399999999999999,0.33000000000000002,336.05000000000001,73.390000000000001,2552652,Chris Conley,17,2017,21,3,14:53:00,KC,1,10,KC,7,10,2557917,I_FORM,"2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB",right,2017-10-03T02:15:03.000Z,2017-10-03T02:15:01.000Z,4,WR,KC,WAS,4,False,False,home,True,KC,offense,3.3000000000000003,0.28989918875625814,32.439999999999998,44.200000000000003,0.28989918875625814,3.1622999028813732,0.94332355225365772,-7.0699999999999967,-18.650000000000002,0.6958230140572268,2.2370675491351619,1,31,31
12,2017100200,20171002002089,away,37.530000000000001,18.440000000000001,3.5699999999999998,3.0699999999999998,0.38,238.63,352.52999999999997,2543571,Bashaud Breeland,26,2017,21,3,14:53:00,KC,1,10,KC,7,10,2557917,I_FORM,"2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB",right,2017-10-03T02:15:03.000Z,2017-10-03T02:15:01.000Z,4,CB,KC,WAS,4,False,False,home,False,WAS,defense,3.7999999999999998,1.7011724219188733,37.530000000000001,18.440000000000001,1.7011724219188733,-0.49402680913693398,3.7677496615160062,-12.16,7.1099999999999994,4.3521497260755337,-0.58735856012718646,2,31,31
13,2017100200,20171002002089,away,29.699999999999999,18.579999999999998,3.29,2.5699999999999998,0.35999999999999999,231.31999999999999,337.70999999999998,2552276,Preston Smith,94,2017,21,3,14:53:00,KC,1,10,KC,7,10,2557917,I_FORM,"2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB",right,2017-10-03T02:15:03.000Z,2017-10-03T02:15:01.000Z,4,OLB,KC,WAS,4,False,False,home,False,WAS,defense,3.5999999999999996,1.9598302170644331,29.699999999999999,18.579999999999998,1.9598302170644331,-1.3654608270904964,3.3309933547939323,-4.3299999999999983,6.9700000000000024,5.2235837440290966,-0.15060225340511257,2,31,31
14,2017100200,20171002002089,away,32.299999999999997,23.52,3.77,2.2200000000000002,0.40000000000000002,226.78999999999999,15.35,2539285,Stacy McGee,92,2017,21,3,14:53:00,KC,1,10,KC,7,10,2557917,I_FORM,"2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB",right,2017-10-03T02:15:03.000Z,2017-10-03T02:15:01.000Z,4,DE,KC,WAS,4,False,False,home,False,WAS,defense,4,1.302888286613767,32.299999999999997,23.52,1.302888286613767,1.0588587380878589,3.8573071141373987,-6.9299999999999962,2.0300000000000011,2.7992641788507413,-0.67691601274857893,2,31,31
15,2017100200,20171002002089,away,34.090000000000003,24.370000000000001,3.0800000000000001,1.8999999999999999,0.37,229.53999999999999,337.88999999999999,2495281,Mason Foster,54,2017,21,3,14:53:00,KC,1,10,KC,7,10,2557917,I_FORM,"2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB",right,2017-10-03T02:15:03.000Z,2017-10-03T02:15:01.000Z,4,ILB,KC,WAS,4,False,False,home,False,WAS,defense,3.7000000000000002,1.956688624410843,34.090000000000003,24.370000000000001,1.956688624410843,-1.3926280784940299,3.4279129269848774,-8.7200000000000024,1.1799999999999997,5.2507509954326297,-0.24752182559605762,2,31,31
16,2017100200,20171002002089,away,32.729999999999997,26.219999999999999,2.8599999999999999,1.6000000000000001,0.34000000000000002,212.41999999999999,18.16,2507780,Ziggy Hood,90,2017,21,3,14:53:00,KC,1,10,KC,7,10,2557917,I_FORM,"2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB",right,2017-10-03T02:15:03.000Z,2017-10-03T02:15:01.000Z,4,NT,KC,WAS,4,False,False,home,False,WAS,defense,3.4000000000000004,1.2538445346327263,32.729999999999997,26.219999999999999,1.2538445346327263,1.0596835652830028,3.2306455611021625,-7.3599999999999959,-0.66999999999999815,2.7984393516555972,-0.050254459713342747,2,31,31
17,2017100200,20171002002089,away,46.899999999999999,26.530000000000001,3.7999999999999998,1.0600000000000001,0.41999999999999998,253.38,35.479999999999997,2553710,Deshazor Everett,22,2017,21,3,14:53:00,KC,1,10,KC,7,10,2557917,I_FORM,"2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB",right,2017-10-03T02:15:03.000Z,2017-10-03T02:15:01.000Z,4,SS,KC,WAS,4,False,False,home,False,WAS,defense,4.2000000000000002,0.95155350818730855,46.899999999999999,26.530000000000001,0.95155350818730855,2.4377587097326092,3.420136323762959,-21.529999999999998,-0.98000000000000043,1.4203642072059908,-0.2397452223741392,2,31,31
18,2017100200,20171002002089,away,34.359999999999999,27.98,2.9300000000000002,1.3500000000000001,0.39000000000000001,197.19,337.27999999999997,2532804,Zach Brown,53,2017,21,3,14:53:00,KC,1,10,KC,7,10,2557917,I_FORM,"2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB",right,2017-10-03T02:15:03.000Z,2017-10-03T02:15:01.000Z,4,ILB,KC,WAS,4,False,False,home,False,WAS,defense,3.9000000000000004,1.9673351328480086,34.359999999999999,27.98,1.9673351328480086,-1.5062893768640655,3.5973729738722491,-8.9899999999999984,-2.4299999999999997,5.3644122938026655,-0.41698187248342933,2,31,31
19,2017100200,20171002002089,away,31.68,28.309999999999999,2.7799999999999998,1,0.34000000000000002,161.19,358.73000000000002,2495311,Terrell McClain,97,2017,21,3,14:53:00,KC,1,10,KC,7,10,2557917,I_FORM,"2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB",right,2017-10-03T02:15:03.000Z,2017-10-03T02:15:01.000Z,4,DT,KC,WAS,4,False,False,home,False,WAS,defense,3.4000000000000004,1.5929620082952243,31.68,28.309999999999999,1.5929620082952243,-0.07535714603408783,3.3991647945549213,-6.3099999999999987,-2.759999999999998,3.9334800629726878,-0.21877369316610151,2,31,31
20,2017100200,20171002002089,away,29.739999999999998,30.969999999999999,2.4300000000000002,1.03,0.29999999999999999,139.09,292.49000000000001,2495190,Ryan Kerrigan,91,2017,21,3,14:53:00,KC,1,10,KC,7,10,2557917,I_FORM,"2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB",right,2017-10-03T02:15:03.000Z,2017-10-03T02:15:01.000Z,4,OLB,KC,WAS,4,False,False,home,False,WAS,defense,3,2.749068104816268,29.739999999999998,30.969999999999999,2.749068104816268,-2.7718389278950006,1.1475665374198978,-4.3699999999999974,-5.4199999999999982,6.6299618448336002,2.032824563968922,2,31,31
21,2017100200,20171002002089,away,38.340000000000003,35.829999999999998,0.56000000000000005,1.05,0.14999999999999999,162.22,350.83999999999997,2539943,D.J. Swearinger,36,2017,21,3,14:53:00,KC,1,10,KC,7,10,2557917,I_FORM,"2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB",right,2017-10-03T02:15:03.000Z,2017-10-03T02:15:01.000Z,4,FS,KC,WAS,4,False,False,home,False,WAS,defense,1.5,1.7306684862775774,38.340000000000003,35.829999999999998,1.7306684862775774,-0.23878799649913032,1.480871463945447,-12.970000000000002,-10.279999999999998,4.0969109134377302,1.6995196374433728,2,31,31
22,2017100200,20171002002089,away,33.490000000000002,44.439999999999998,2.02,1.3,0.28000000000000003,179.74000000000001,64.260000000000005,2553796,Quinton Dunbar,47,2017,21,3,14:53:00,KC,1,10,KC,7,10,2557917,I_FORM,"2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB",right,2017-10-03T02:15:03.000Z,2017-10-03T02:15:01.000Z,4,CB,KC,WAS,4,False,False,home,False,WAS,defense,2.8000000000000003,0.44924774946334028,33.490000000000002,44.439999999999998,0.44924774946334028,2.5221673416951149,1.2160065380114526,-8.120000000000001,-18.889999999999997,1.3359555752434851,1.9643845633773671,2,31,31
